,Year,Month,Day,Hour,Min,Sec,LAT,LON,DEP,EX,EY,AZ,EZ,MAG,ID,UTCDT,inBG,inNC,inSTA1,inSTA2,inSTA3
74,2003,10,8,12,56,40.825,38.829159999999995,-122.76503000000001,2.872,8.0,5.0,11,6.999999999999999,1.9,21311572,2003-10-08T12:56:40.825000Z,True,True,True,True,True
76,2003,10,16,15,0,31.6,38.80318,-122.79486000000001,4.058,16.0,11.000000000000002,24,12.0,1.8,21313050,2003-10-16T15:00:31.600000Z,True,True,True,True,True
79,2003,11,9,5,39,11.97,38.78069,-122.7589,0.579,6.0,6.0,179,9.000000000000002,1.9,21317591,2003-11-09T05:39:11.970000Z,True,True,True,True,True
186,2004,2,22,0,8,25.447,38.81732,-122.79081000000001,3.322,13.999999999999998,13.000000000000002,89,15.0,3.3,21345012,2004-02-22T00:08:25.447000Z,True,True,True,True,True
190,2004,2,22,14,20,9.897,38.81975,-122.79239,3.674,10.0,9.000000000000002,2,13.000000000000002,1.9,21345098,2004-02-22T14:20:09.897000Z,True,True,True,True,True
195,2004,2,25,3,6,57.11,38.8183,-122.80256999999999,2.602,10.0,6.0,24,8.0,2.4,21345716,2004-02-25T03:06:57.110000Z,True,True,True,True,True
197,2004,2,25,23,17,24.86,38.79929,-122.8054,2.573,11.000000000000002,8.0,53,10.0,2.0,21346172,2004-02-25T23:17:24.860000Z,True,True,True,True,True
203,2004,3,2,7,49,4.7989999999999995,38.81615,-122.7999,2.15,10.0,6.999999999999999,9,6.999999999999999,2.0,21347196,2004-03-02T07:49:04.799000Z,True,True,True,True,True
215,2004,3,10,1,10,53.335,38.78647,-122.7748,2.7969999999999997,6.0,5.0,177,6.999999999999999,1.8,21349183,2004-03-10T01:10:53.335000Z,True,True,True,True,True
216,2004,3,11,20,51,22.08,38.78801,-122.77261000000001,1.0859999999999999,10.0,8.0,171,12.0,1.9,21349759,2004-03-11T20:51:22.080000Z,True,True,True,True,True
217,2004,3,12,5,4,45.806000000000004,38.827420000000004,-122.83111000000001,2.245,12.0,8.0,171,15.0,1.8,21349873,2004-03-12T05:04:45.806000Z,True,True,True,True,True
218,2004,3,13,7,24,2.995,38.786359999999995,-122.77323,2.089,6.0,4.0,158,6.0,1.8,21350124,2004-03-13T07:24:02.995000Z,True,True,True,True,True
219,2004,3,13,11,53,20.715,38.81681,-122.8016,2.2319999999999998,11.000000000000002,6.0,15,6.0,2.0,21350162,2004-03-13T11:53:20.715000Z,True,True,True,True,True
221,2004,3,13,22,42,5.271,38.79246,-122.73758000000001,2.185,6.0,5.0,166,6.0,2.1,21350244,2004-03-13T22:42:05.271000Z,True,True,True,True,True
224,2004,3,14,7,16,9.115,38.83015,-122.79999,2.285,9.000000000000002,6.0,31,5.0,2.2,21350312,2004-03-14T07:16:09.115000Z,True,True,True,True,True
227,2004,3,14,16,0,12.415,38.83452,-122.77871999999999,1.3730000000000002,8.0,6.0,24,6.999999999999999,2.1,21350416,2004-03-14T16:00:12.415000Z,True,True,True,True,True
230,2004,3,16,0,8,57.66,38.804,-122.83033999999999,3.3989999999999996,13.999999999999998,8.0,13,13.999999999999998,1.8,21350725,2004-03-16T00:08:57.660000Z,True,True,True,True,True
231,2004,3,16,11,21,13.037,38.79505,-122.76398,2.066,5.0,4.0,6,5.0,1.8,21350876,2004-03-16T11:21:13.037000Z,True,True,True,True,True
233,2004,3,17,7,58,34.1,38.81323,-122.80998000000001,4.144,17.0,10.0,16,10.0,2.0,21351147,2004-03-17T07:58:34.100000Z,True,True,True,True,True
247,2004,3,26,21,17,14.651,38.801809999999996,-122.80901000000001,0.991,12.0,8.0,27,10.0,1.8,21353508,2004-03-26T21:17:14.651000Z,True,True,True,True,True
248,2004,3,27,23,43,34.68,38.798390000000005,-122.80395,2.867,12.0,9.000000000000002,16,10.0,2.1,21353933,2004-03-27T23:43:34.680000Z,True,True,True,True,True
249,2004,3,28,23,51,47.6,38.81692,-122.79512,2.583,8.0,8.0,111,8.0,2.3,21354316,2004-03-28T23:51:47.600000Z,True,True,True,True,True
251,2004,3,29,9,27,51.69,38.816990000000004,-122.80962,4.027,17.0,10.0,34,13.000000000000002,1.9,30227315,2004-03-29T09:27:51.690000Z,True,True,True,True,True
252,2004,3,29,9,53,47.92,38.80681,-122.7978,4.06,12.0,6.0,9,6.999999999999999,2.7,21354396,2004-03-29T09:53:47.920000Z,True,True,True,True,True
253,2004,3,29,13,9,27.525,38.794509999999995,-122.7631,1.765,5.0,4.0,28,5.0,2.5,21354414,2004-03-29T13:09:27.525000Z,True,True,True,True,True
258,2004,4,2,9,19,23.34,38.78171,-122.72416000000001,2.326,8.0,6.0,40,5.0,1.8,21355227,2004-04-02T09:19:23.340000Z,True,True,True,True,True
260,2004,4,6,22,31,11.099,38.785779999999995,-122.78225,2.127,13.000000000000002,10.0,39,12.0,1.8,21356298,2004-04-06T22:31:11.099000Z,True,True,True,True,True
261,2004,4,7,5,45,38.265,38.82114,-122.80398999999998,3.952,13.999999999999998,6.0,19,8.0,2.4,21356360,2004-04-07T05:45:38.265000Z,True,True,True,True,True
262,2004,4,7,10,39,40.645,38.8158,-122.80531,3.3360000000000003,16.0,12.0,26,13.999999999999998,2.6,21356400,2004-04-07T10:39:40.645000Z,True,True,True,True,True
263,2004,4,7,14,5,58.528999999999996,38.824490000000004,-122.80096,4.002,8.0,6.0,172,6.0,2.2,21356426,2004-04-07T14:05:58.529000Z,True,True,True,True,True
265,2004,4,8,20,53,6.08,38.79785,-122.80506000000001,2.675,13.000000000000002,8.0,178,10.0,1.8,21356727,2004-04-08T20:53:06.080000Z,True,True,True,True,True
268,2004,4,15,5,47,4.35,38.794290000000004,-122.73782,2.311,9.000000000000002,5.0,12,6.0,1.8,21358205,2004-04-15T05:47:04.350000Z,True,True,True,True,True
269,2004,4,15,17,20,39.8,38.82097,-122.79531999999999,0.78,13.999999999999998,8.0,10,11.000000000000002,2.0,21358275,2004-04-15T17:20:39.800000Z,True,True,True,True,True
270,2004,4,16,14,55,27.535,38.82578,-122.79715,3.675,6.999999999999999,6.0,27,8.0,2.0,21358413,2004-04-16T14:55:27.535000Z,True,True,True,True,True
276,2004,4,18,1,2,28.38,38.791509999999995,-122.80346999999999,4.0489999999999995,8.0,6.999999999999999,87,8.0,1.8,21358727,2004-04-18T01:02:28.380000Z,True,True,True,True,True
277,2004,4,18,17,15,46.42100000000001,38.81296,-122.8015,3.6919999999999997,13.999999999999998,11.000000000000002,25,13.999999999999998,2.6,21358861,2004-04-18T17:15:46.421000Z,True,True,True,True,True
278,2004,4,21,1,44,20.98,38.79511,-122.78123000000001,2.358,11.000000000000002,8.0,20,9.000000000000002,1.8,21359325,2004-04-21T01:44:20.980000Z,True,True,True,True,True
279,2004,4,24,2,3,8.365,38.801190000000005,-122.80588999999999,3.08,15.0,8.0,45,11.000000000000002,2.3,21359791,2004-04-24T02:03:08.365000Z,True,True,True,True,True
281,2004,4,24,2,4,56.14,38.80122,-122.8049,2.747,16.0,8.0,46,12.0,1.9,30227447,2004-04-24T02:04:56.140000Z,True,True,True,True,True
282,2004,4,24,11,57,31.66,38.81358,-122.81342,3.7489999999999997,13.999999999999998,9.000000000000002,23,11.000000000000002,3.0,21359839,2004-04-24T11:57:31.660000Z,True,True,True,True,True
293,2004,5,9,5,45,4.343,38.81755,-122.79426000000001,2.013,9.000000000000002,8.0,90,8.0,2.1,21363340,2004-05-09T05:45:04.343000Z,True,True,True,True,True
296,2004,5,9,19,35,27.63,38.813390000000005,-122.79087,2.306,6.999999999999999,5.0,179,5.0,2.0,21363418,2004-05-09T19:35:27.630000Z,True,True,True,True,True
297,2004,5,9,21,13,56.96,38.792429999999996,-122.80501000000001,4.011,8.0,6.999999999999999,105,6.0,2.6,21363428,2004-05-09T21:13:56.960000Z,True,True,True,True,True
298,2004,5,9,21,32,6.32,38.79339,-122.80503999999999,4.072,8.0,6.0,96,6.999999999999999,2.1,21363434,2004-05-09T21:32:06.320000Z,True,True,True,True,True
303,2004,5,17,9,56,51.32,38.7963,-122.76531999999999,2.035,5.0,4.0,12,5.0,1.8,21364717,2004-05-17T09:56:51.320000Z,True,True,True,True,True
313,2004,5,25,13,48,20.865,38.79571,-122.7403,2.221,6.0,6.0,14,6.0,1.8,21366081,2004-05-25T13:48:20.865000Z,True,True,True,True,True
314,2004,5,25,15,2,51.653999999999996,38.795629999999996,-122.7622,1.935,6.0,4.0,17,8.0,1.8,21366085,2004-05-25T15:02:51.654000Z,True,True,True,True,True
315,2004,5,27,1,24,41.71,38.82975,-122.79569,2.221,11.000000000000002,6.999999999999999,30,9.000000000000002,2.4,30500683,2004-05-27T01:24:41.710000Z,True,True,True,True,True
316,2004,5,27,18,15,15.12,38.8165,-122.80593,4.217,16.0,6.0,15,22.000000000000004,2.5,21367058,2004-05-27T18:15:15.120000Z,True,True,True,True,True
317,2004,5,27,21,47,53.24,38.82843,-122.75198999999999,1.237,8.0,4.0,7,6.999999999999999,1.8,21367112,2004-05-27T21:47:53.240000Z,True,True,True,True,True
320,2004,5,29,14,20,2.29,38.81645,-122.81841999999999,2.6039999999999996,10.0,8.0,13,6.999999999999999,2.2,21367488,2004-05-29T14:20:02.290000Z,True,True,True,True,True
321,2004,5,30,16,20,28.18,38.78631,-122.78198,3.8960000000000004,13.000000000000002,11.000000000000002,168,13.999999999999998,2.8,21367658,2004-05-30T16:20:28.180000Z,True,True,True,True,True
322,2004,5,30,17,18,14.4,38.79744,-122.80271,2.925,10.0,8.0,168,9.000000000000002,1.8,21367666,2004-05-30T17:18:14.400000Z,True,True,True,True,True
327,2004,6,3,21,36,19.578,38.79945,-122.85136999999999,3.205,59.00000000000001,42.0,28,83.0,2.0,21368608,2004-06-03T21:36:19.578000Z,True,True,True,True,True
328,2004,6,3,23,20,4.091,38.82537,-122.8081,3.4789999999999996,8.0,3.0,177,6.999999999999999,2.0,21368631,2004-06-03T23:20:04.091000Z,True,True,True,True,True
329,2004,6,4,2,23,2.4,38.83188,-122.79851000000001,2.369,10.0,6.999999999999999,21,6.0,2.0,21368670,2004-06-04T02:23:02.400000Z,True,True,True,True,True
332,2004,6,10,4,47,12.16,38.79167,-122.74785,2.6239999999999997,6.0,4.0,39,6.0,1.9,21369964,2004-06-10T04:47:12.160000Z,True,True,True,True,True
333,2004,6,10,19,4,54.67,38.80415,-122.79446999999999,4.18,12.0,10.0,85,10.0,2.2,21370070,2004-06-10T19:04:54.670000Z,True,True,True,True,True
334,2004,6,12,9,28,51.243,38.82561,-122.79614,3.8080000000000003,6.0,6.0,34,8.0,1.9,21370324,2004-06-12T09:28:51.243000Z,True,True,True,True,True
340,2004,6,17,6,38,27.521,38.821709999999996,-122.82598999999999,2.595,20.0,13.999999999999998,18,18.000000000000004,2.2,21371196,2004-06-17T06:38:27.521000Z,True,True,True,True,True
341,2004,6,18,17,53,30.88,38.79757,-122.79901000000001,1.446,12.0,10.0,129,11.000000000000002,2.4,21371522,2004-06-18T17:53:30.880000Z,True,True,True,True,True
342,2004,6,19,14,15,56.85,38.83477,-122.85866000000001,1.53,12.0,6.999999999999999,1,15.0,1.8,30227770,2004-06-19T14:15:56.850000Z,True,True,True,True,True
343,2004,6,19,22,3,49.15,38.79248,-122.73853999999999,1.858,6.0,4.0,17,5.0,2.4,21371756,2004-06-19T22:03:49.150000Z,True,True,True,True,True
345,2004,6,23,20,17,14.8,38.830890000000004,-122.80686000000001,2.5669999999999997,15.0,6.0,175,9.000000000000002,2.0,21372442,2004-06-23T20:17:14.800000Z,True,True,True,True,True
346,2004,6,24,3,16,5.165,38.82519,-122.79738,3.611,6.999999999999999,6.0,25,6.0,2.0,21372516,2004-06-24T03:16:05.165000Z,True,True,True,True,True
353,2004,7,4,4,30,16.865,38.79333,-122.80096999999999,3.952,9.000000000000002,6.999999999999999,90,8.0,2.3,21375433,2004-07-04T04:30:16.865000Z,True,True,True,True,True
357,2004,7,11,5,35,53.9,38.81419,-122.79445,4.004,8.0,4.0,15,6.999999999999999,2.3,21377178,2004-07-11T05:35:53.900000Z,True,True,True,True,True
362,2004,7,15,22,52,28.2,38.78937,-122.74726000000001,2.707,8.0,6.999999999999999,8,11.000000000000002,2.3,30227894,2004-07-15T22:52:28.200000Z,True,True,True,True,True
363,2004,7,16,21,33,46.16,38.81754,-122.82043999999999,2.63,8.0,6.0,4,6.999999999999999,1.9,21378865,2004-07-16T21:33:46.160000Z,True,True,True,True,True
366,2004,7,20,11,23,14.545,38.8186,-122.79647,4.165,11.000000000000002,8.0,60,13.999999999999998,2.0,21379908,2004-07-20T11:23:14.545000Z,True,True,True,True,True
368,2004,7,22,4,23,31.961,38.819379999999995,-122.79388,3.767,10.0,8.0,19,10.0,1.8,21380361,2004-07-22T04:23:31.961000Z,True,True,True,True,True
369,2004,7,22,8,9,7.58,38.820370000000004,-122.82915,2.378,12.0,6.999999999999999,3,9.000000000000002,1.8,21380401,2004-07-22T08:09:07.580000Z,True,True,True,True,True
370,2004,7,22,18,17,14.6,38.7935,-122.7655,1.869,6.0,5.0,179,6.0,2.5,21380487,2004-07-22T18:17:14.600000Z,True,True,True,True,True
371,2004,7,22,19,40,16.901,38.82292,-122.79241,3.716,10.0,8.0,180,13.000000000000002,2.0,21380501,2004-07-22T19:40:16.901000Z,True,True,True,True,True
372,2004,7,22,20,14,4.8,38.82215,-122.7925,3.88,8.0,6.999999999999999,9,11.000000000000002,2.2,21380511,2004-07-22T20:14:04.800000Z,True,True,True,True,True
375,2004,7,26,20,11,30.820999999999998,38.814440000000005,-122.81455,3.8489999999999998,20.0,13.000000000000002,49,31.0,3.1,21383281,2004-07-26T20:11:30.821000Z,True,True,True,True,True
376,2004,7,29,12,17,4.27,38.79083,-122.74685,2.707,6.0,5.0,45,6.999999999999999,1.9,21384836,2004-07-29T12:17:04.270000Z,True,True,True,True,True
377,2004,7,31,12,56,30.329,38.80795,-122.78193999999999,1.426,13.000000000000002,9.000000000000002,168,16.0,1.8,21385217,2004-07-31T12:56:30.329000Z,True,True,True,True,True
379,2004,8,1,21,9,20.6,38.82208,-122.83078,2.388,11.000000000000002,6.999999999999999,0,12.0,2.0,21385424,2004-08-01T21:09:20.600000Z,True,True,True,True,True
382,2004,8,3,9,17,55.31,38.81394,-122.78884,3.576,12.0,10.0,7,11.000000000000002,2.5,21385780,2004-08-03T09:17:55.310000Z,True,True,True,True,True
385,2004,8,5,19,36,52.023,38.80447,-122.77139,2.256,9.000000000000002,6.0,177,6.999999999999999,2.4,21386314,2004-08-05T19:36:52.023000Z,True,True,True,True,True
391,2004,8,8,14,25,43.17,38.81585,-122.80028,2.035,10.0,6.0,39,10.0,1.9,21386995,2004-08-08T14:25:43.170000Z,True,True,True,True,True
402,2004,8,27,16,16,48.403999999999996,38.81739,-122.81998999999999,2.492,10.0,6.0,7,6.999999999999999,2.6,21391689,2004-08-27T16:16:48.404000Z,True,True,True,True,True
436,2004,11,5,13,4,6.08,38.82281,-122.78013999999999,2.115,11.000000000000002,9.000000000000002,177,10.0,2.2,21417340,2004-11-05T13:04:06.080000Z,True,True,True,True,True
481,2004,12,8,23,14,6.56,38.80934,-122.79212,3.988,8.0,6.0,28,6.0,2.9,21426023,2004-12-08T23:14:06.560000Z,True,True,True,True,True
511,2004,12,31,9,15,30.55,38.7967,-122.76522,2.097,10.0,5.0,13,8.0,2.2,21431176,2004-12-31T09:15:30.550000Z,True,True,True,True,True
553,2005,2,15,23,36,4.7,38.8274,-122.80593999999999,1.5519999999999998,9.000000000000002,4.0,170,6.999999999999999,2.1,21439837,2005-02-15T23:36:04.700000Z,True,True,True,True,True
558,2005,2,25,3,32,36.04,38.79596,-122.76529,2.033,6.999999999999999,5.0,165,6.0,2.3,21441659,2005-02-25T03:32:36.040000Z,True,True,True,True,True
561,2005,3,3,4,37,58.57,38.805409999999995,-122.78563,1.138,9.000000000000002,8.0,28,8.0,2.0,21442974,2005-03-03T04:37:58.570000Z,True,True,True,True,True
562,2005,3,3,13,23,53.46,38.78669,-122.77328999999999,1.9240000000000002,6.999999999999999,6.0,167,6.999999999999999,2.3,21442921,2005-03-03T13:23:53.460000Z,True,True,True,True,True
564,2005,3,4,2,44,31.855,38.79869,-122.81073,4.156000000000001,11.000000000000002,6.999999999999999,15,10.0,1.8,21443009,2005-03-04T02:44:31.855000Z,True,True,True,True,True
565,2005,3,4,4,22,24.7,38.83355,-122.80391999999999,2.48,17.0,9.000000000000002,167,11.000000000000002,1.9,21443027,2005-03-04T04:22:24.700000Z,True,True,True,True,True
566,2005,3,4,6,42,32.4,38.79045,-122.78176,3.55,12.0,10.0,26,13.999999999999998,1.9,21443055,2005-03-04T06:42:32.400000Z,True,True,True,True,True
567,2005,3,4,14,9,39.475,38.8182,-122.80323999999999,2.431,10.0,6.999999999999999,36,8.0,2.8,21443101,2005-03-04T14:09:39.475000Z,True,True,True,True,True
568,2005,3,4,20,54,50.943999999999996,38.80392,-122.8311,1.871,12.0,6.0,9,9.000000000000002,2.4,21443145,2005-03-04T20:54:50.944000Z,True,True,True,True,True
569,2005,3,6,9,28,18.285,38.78658,-122.77491,2.862,9.000000000000002,6.999999999999999,67,6.999999999999999,1.8,21443547,2005-03-06T09:28:18.285000Z,True,True,True,True,True
570,2005,3,6,21,26,52.45399999999999,38.78589,-122.77071000000001,1.7730000000000001,8.0,5.0,172,6.0,2.2,21443652,2005-03-06T21:26:52.454000Z,True,True,True,True,True
571,2005,3,7,7,58,17.71,38.79221,-122.74441999999999,2.117,6.999999999999999,5.0,11,8.0,1.8,21443742,2005-03-07T07:58:17.710000Z,True,True,True,True,True
572,2005,3,8,7,14,48.25,38.82333,-122.84068,1.66,36.00000000000001,23.0,5,20.0,2.4,21443985,2005-03-08T07:14:48.250000Z,True,True,True,True,True
573,2005,3,8,15,15,59.925,38.8059,-122.7918,1.825,13.999999999999998,9.000000000000002,5,15.0,2.1,69025956,2005-03-08T15:15:59.925000Z,True,True,True,True,True
574,2005,3,8,21,23,11.24,38.82943,-122.797,1.829,30.0,12.0,178,48.0,1.9,69025982,2005-03-08T21:23:11.240000Z,True,True,True,True,True
575,2005,3,10,20,47,7.72,38.82307,-122.8049,3.676,10.0,6.999999999999999,17,8.0,2.1,21444515,2005-03-10T20:47:07.720000Z,True,True,True,True,True
576,2005,3,11,7,6,29.61,38.8163,-122.80747,4.167,13.999999999999998,6.999999999999999,22,6.0,2.2,21444638,2005-03-11T07:06:29.610000Z,True,True,True,True,True
577,2005,3,12,2,6,15.7,38.81021,-122.77968999999999,2.3409999999999997,8.0,5.0,13,6.0,2.0,21444836,2005-03-12T02:06:15.700000Z,True,True,True,True,True
578,2005,3,12,23,40,53.4,38.823,-122.80317,3.7460000000000004,15.0,9.000000000000002,180,42.0,2.3,21444973,2005-03-12T23:40:53.400000Z,True,True,True,True,True
579,2005,3,14,6,53,53.58,38.81653,-122.82077,2.597,9.000000000000002,6.0,3,8.0,1.9,21445272,2005-03-14T06:53:53.580000Z,True,True,True,True,True
580,2005,3,14,14,25,18.296,38.80758,-122.78981,1.8559999999999999,6.0,5.0,4,6.0,1.8,21445335,2005-03-14T14:25:18.296000Z,True,True,True,True,True
581,2005,3,14,23,50,54.08,38.81342,-122.78523,2.17,6.999999999999999,6.0,54,6.0,2.0,21445404,2005-03-14T23:50:54.080000Z,True,True,True,True,True
582,2005,3,15,3,28,54.315,38.81517,-122.82098,3.148,9.000000000000002,6.0,180,6.0,2.2,21445437,2005-03-15T03:28:54.315000Z,True,True,True,True,True
583,2005,3,15,5,16,35.431999999999995,38.79333,-122.8106,4.05,15.0,10.0,15,13.999999999999998,2.9,21445453,2005-03-15T05:16:35.432000Z,True,True,True,True,True
584,2005,3,15,9,59,7.1,38.80579,-122.81026999999999,2.6630000000000003,11.000000000000002,8.0,16,9.000000000000002,2.2,21445492,2005-03-15T09:59:07.100000Z,True,True,True,True,True
585,2005,3,15,13,2,46.86600000000001,38.82216,-122.79196999999999,2.753,10.0,6.999999999999999,180,6.999999999999999,1.9,21445519,2005-03-15T13:02:46.866000Z,True,True,True,True,True
586,2005,3,15,20,50,14.52,38.82026,-122.80724,4.052,9.000000000000002,5.0,20,8.0,2.4,21445590,2005-03-15T20:50:14.520000Z,True,True,True,True,True
587,2005,3,18,11,50,17.304000000000002,38.815940000000005,-122.79973000000001,2.213,11.000000000000002,6.999999999999999,20,6.0,2.0,21446169,2005-03-18T11:50:17.304000Z,True,True,True,True,True
588,2005,3,18,13,9,36.523,38.82481,-122.79673999999999,3.764,6.0,5.0,55,6.0,2.0,21446181,2005-03-18T13:09:36.523000Z,True,True,True,True,True
589,2005,3,19,3,34,22.816999999999997,38.815940000000005,-122.79924,2.117,9.000000000000002,6.999999999999999,20,8.0,2.6,21446307,2005-03-19T03:34:22.817000Z,True,True,True,True,True
590,2005,3,19,8,38,32.227,38.787240000000004,-122.77257,2.075,6.0,6.0,113,6.999999999999999,1.8,21446327,2005-03-19T08:38:32.227000Z,True,True,True,True,True
591,2005,3,20,10,49,41.18,38.822990000000004,-122.80266999999999,0.516,10.0,9.000000000000002,37,10.0,2.4,21446456,2005-03-20T10:49:41.180000Z,True,True,True,True,True
592,2005,3,20,18,37,10.02,38.831140000000005,-122.80665,2.452,19.0,8.0,2,12.0,2.9,21446482,2005-03-20T18:37:10.020000Z,True,True,True,True,True
593,2005,3,21,7,10,34.139,38.830490000000005,-122.79527,2.101,16.0,11.000000000000002,158,9.000000000000002,2.6,21446544,2005-03-21T07:10:34.139000Z,True,True,True,True,True
594,2005,3,21,8,29,56.09,38.806059999999995,-122.79208,1.5930000000000002,5.0,4.0,27,4.0,2.3,21446550,2005-03-21T08:29:56.090000Z,True,True,True,True,True
595,2005,3,21,16,26,33.2,38.786229999999996,-122.74768,2.696,6.999999999999999,6.0,5,6.0,2.0,21446583,2005-03-21T16:26:33.200000Z,True,True,True,True,True
596,2005,3,22,8,20,8.29,38.82192,-122.82648999999999,2.522,13.999999999999998,6.999999999999999,5,9.000000000000002,1.8,21446637,2005-03-22T08:20:08.290000Z,True,True,True,True,True
597,2005,3,22,10,37,14.52,38.81447,-122.81924,2.5860000000000003,11.000000000000002,6.0,13,8.0,1.8,21446647,2005-03-22T10:37:14.520000Z,True,True,True,True,True
598,2005,3,23,10,46,42.02,38.827290000000005,-122.83666000000001,0.537,13.999999999999998,11.000000000000002,33,13.999999999999998,2.1,21446781,2005-03-23T10:46:42.020000Z,True,True,True,True,True
599,2005,3,23,11,59,8.167,38.81716,-122.81026999999999,3.68,13.000000000000002,8.0,35,9.000000000000002,2.8,21446787,2005-03-23T11:59:08.167000Z,True,True,True,True,True
600,2005,3,23,12,3,22.585,38.81791,-122.80672,3.742,10.0,6.0,19,9.000000000000002,2.3,21446788,2005-03-23T12:03:22.585000Z,True,True,True,True,True
601,2005,3,23,12,23,19.695,38.822,-122.81017,4.095,10.0,6.999999999999999,13,8.0,2.1,21446791,2005-03-23T12:23:19.695000Z,True,True,True,True,True
602,2005,3,23,14,26,42.715,38.79562,-122.78102,2.366,13.000000000000002,12.0,36,11.000000000000002,2.7,21446805,2005-03-23T14:26:42.715000Z,True,True,True,True,True
603,2005,3,23,23,34,9.38,38.80749,-122.79269,1.9040000000000001,4.0,3.0,32,4.0,1.9,21446859,2005-03-23T23:34:09.380000Z,True,True,True,True,True
604,2005,3,24,7,36,2.22,38.80441,-122.79641000000001,4.102,16.0,13.000000000000002,18,13.999999999999998,2.9,21446894,2005-03-24T07:36:02.220000Z,True,True,True,True,True
605,2005,3,24,23,56,56.24,38.78634,-122.77519,1.655,11.000000000000002,8.0,61,6.0,1.8,21447014,2005-03-24T23:56:56.240000Z,True,True,True,True,True
606,2005,3,25,21,8,21.32,38.81368,-122.82871000000002,2.823,11.000000000000002,6.0,168,10.0,1.8,21447134,2005-03-25T21:08:21.320000Z,True,True,True,True,True
607,2005,3,27,22,22,44.14,38.79322,-122.73658999999999,1.794,8.0,6.999999999999999,171,6.0,2.1,21447450,2005-03-27T22:22:44.140000Z,True,True,True,True,True
608,2005,3,28,1,5,9.725,38.79318,-122.73977,1.453,6.999999999999999,5.0,13,6.0,2.4,21447482,2005-03-28T01:05:09.725000Z,True,True,True,True,True
609,2005,3,28,9,40,42.408,38.79504,-122.78015,2.226,13.999999999999998,11.000000000000002,20,15.0,1.9,21447515,2005-03-28T09:40:42.408000Z,True,True,True,True,True
610,2005,3,28,15,40,24.295,38.80123,-122.80792,2.895,12.0,10.0,173,11.000000000000002,2.0,21447542,2005-03-28T15:40:24.295000Z,True,True,True,True,True
611,2005,3,30,6,53,52.696999999999996,38.79493,-122.77909,2.294,12.0,8.0,56,10.0,2.2,21447720,2005-03-30T06:53:52.697000Z,True,True,True,True,True
612,2005,3,30,13,39,12.687000000000001,38.821529999999996,-122.79956999999999,4.289,10.0,8.0,34,10.0,1.9,21447752,2005-03-30T13:39:12.687000Z,True,True,True,True,True
613,2005,3,31,4,55,31.02,38.79885,-122.7658,2.36,13.999999999999998,10.0,20,12.0,2.9,21447857,2005-03-31T04:55:31.020000Z,True,True,True,True,True
614,2005,3,31,5,30,0.927,38.787,-122.77349,2.084,6.0,4.0,0,6.0,2.3,21447858,2005-03-31T05:30:00.927000Z,True,True,True,True,True
615,2005,3,31,10,7,13.64,38.794090000000004,-122.7635,1.931,6.0,5.0,13,5.0,2.3,21447871,2005-03-31T10:07:13.640000Z,True,True,True,True,True
622,2005,4,5,18,28,21.8,38.78869,-122.77216999999999,3.418,8.0,6.0,144,13.999999999999998,2.2,21448543,2005-04-05T18:28:21.800000Z,True,True,True,True,True
623,2005,4,6,2,49,12.040999999999999,38.792590000000004,-122.7361,1.8840000000000001,11.000000000000002,6.999999999999999,157,12.0,2.2,21448619,2005-04-06T02:49:12.041000Z,True,True,True,True,True
624,2005,4,6,5,31,29.197,38.79123,-122.73683999999999,2.475,5.0,4.0,179,5.0,1.9,21448632,2005-04-06T05:31:29.197000Z,True,True,True,True,True
625,2005,4,6,15,31,58.823,38.78699,-122.77031000000001,2.3480000000000003,6.999999999999999,6.0,138,8.0,2.0,21448687,2005-04-06T15:31:58.823000Z,True,True,True,True,True
626,2005,4,7,4,52,20.409000000000002,38.82371,-122.83895,1.002,18.000000000000004,11.000000000000002,22,24.0,2.1,21448778,2005-04-07T04:52:20.409000Z,True,True,True,True,True
627,2005,4,7,20,27,48.38,38.79274,-122.77723999999999,1.788,11.000000000000002,8.0,47,10.0,2.3,21448920,2005-04-07T20:27:48.380000Z,True,True,True,True,True
628,2005,4,8,22,40,48.468,38.82097,-122.82758000000001,2.363,9.000000000000002,6.999999999999999,5,8.0,1.9,21449086,2005-04-08T22:40:48.468000Z,True,True,True,True,True
629,2005,4,9,4,18,32.137,38.82067,-122.82685,2.327,13.000000000000002,8.0,25,9.000000000000002,2.5,21449112,2005-04-09T04:18:32.137000Z,True,True,True,True,True
630,2005,4,9,5,28,1.905,38.82288,-122.80272,3.96,9.000000000000002,6.0,14,9.000000000000002,2.3,21449126,2005-04-09T05:28:01.905000Z,True,True,True,True,True
631,2005,4,10,1,33,49.53,38.78913,-122.77863,2.838,12.0,9.000000000000002,14,10.0,2.2,21449228,2005-04-10T01:33:49.530000Z,True,True,True,True,True
632,2005,4,10,17,8,36.28,38.82408,-122.82693,2.476,16.0,11.000000000000002,29,21.0,2.7,21449326,2005-04-10T17:08:36.280000Z,True,True,True,True,True
633,2005,4,10,23,29,54.36,38.80174,-122.80142,2.119,8.0,6.999999999999999,37,8.0,1.8,21449362,2005-04-10T23:29:54.360000Z,True,True,True,True,True
634,2005,4,11,7,50,20.925,38.82553,-122.79723,3.695,6.999999999999999,6.0,52,6.0,2.3,21449404,2005-04-11T07:50:20.925000Z,True,True,True,True,True
