,Year,Month,Day,Hour,Min,Sec,LAT,LON,DEP,EX,EY,AZ,EZ,MAG,ID,UTCDT,inBG,inNC,inSTA1,inSTA2,inSTA3
870,2005,10,15,11,9,46.61,38.78456,-122.72476999999999,2.364,9.000000000000002,5.0,42,6.0,2.2,21489601,2005-10-15T11:09:46.610000Z,True,True,True,True,True
871,2005,10,17,10,55,4.84,38.82162,-122.79688,4.1610000000000005,13.999999999999998,9.000000000000002,16,10.0,1.9,21489931,2005-10-17T10:55:04.840000Z,True,True,True,True,True
872,2005,10,17,21,55,36.36,38.818670000000004,-122.79631,4.135,10.0,8.0,16,8.0,2.2,21490037,2005-10-17T21:55:36.360000Z,True,True,True,True,True
884,2005,11,3,14,52,34.905,38.83139,-122.80508,2.502,13.000000000000002,6.999999999999999,169,10.0,1.9,21493269,2005-11-03T14:52:34.905000Z,True,True,True,True,True
885,2005,11,3,15,36,17.03,38.82178,-122.83163,2.499,10.0,6.999999999999999,7,10.0,2.6,21493278,2005-11-03T15:36:17.030000Z,True,True,True,True,True
886,2005,11,5,15,53,2.76,38.83293,-122.80478000000001,2.454,13.999999999999998,10.0,170,12.0,1.9,21493708,2005-11-05T15:53:02.760000Z,True,True,True,True,True
887,2005,11,5,16,24,38.421,38.794740000000004,-122.79983999999999,1.7630000000000001,10.0,6.999999999999999,85,6.999999999999999,2.3,21493710,2005-11-05T16:24:38.421000Z,True,True,True,True,True
888,2005,11,11,1,58,45.445,38.819379999999995,-122.77623999999999,2.7230000000000003,13.000000000000002,9.000000000000002,174,13.000000000000002,2.3,21494587,2005-11-11T01:58:45.445000Z,True,True,True,True,True
889,2005,11,11,9,40,0.31,38.78676,-122.7749,4.931,17.0,15.0,156,20.0,1.8,21494609,2005-11-11T09:40:00.310000Z,True,True,True,True,True
890,2005,11,11,10,53,29.54,38.80782,-122.79278000000001,1.713,5.0,4.0,38,4.0,2.0,21494615,2005-11-11T10:53:29.540000Z,True,True,True,True,True
891,2005,11,11,12,34,49.205,38.806540000000005,-122.79552,4.092,10.0,6.999999999999999,16,8.0,1.9,21494631,2005-11-11T12:34:49.205000Z,True,True,True,True,True
912,2005,11,30,22,44,13.43,38.81965,-122.80436,4.006,13.999999999999998,9.000000000000002,20,11.000000000000002,2.0,21497390,2005-11-30T22:44:13.430000Z,True,True,True,True,True
913,2005,12,1,6,12,14.964,38.81921,-122.76661000000001,1.023,8.0,6.999999999999999,116,10.0,2.2,21497426,2005-12-01T06:12:14.964000Z,True,True,True,True,True
914,2005,12,1,10,47,23.804000000000002,38.82456,-122.80748999999999,1.63,8.0,4.0,178,6.0,2.0,21497456,2005-12-01T10:47:23.804000Z,True,True,True,True,True
915,2005,12,2,1,58,37.56,38.81027,-122.79442,2.658,10.0,6.999999999999999,33,8.0,2.1,21497598,2005-12-02T01:58:37.560000Z,True,True,True,True,True
916,2005,12,2,22,1,21.2,38.81821,-122.76711,0.7509999999999999,11.000000000000002,8.0,77,13.000000000000002,2.0,21497682,2005-12-02T22:01:21.200000Z,True,True,True,True,True
917,2005,12,4,2,36,9.07,38.79143,-122.74941000000001,3.833,8.0,6.0,129,13.000000000000002,2.4,21497852,2005-12-04T02:36:09.070000Z,True,True,True,True,True
918,2005,12,5,4,2,11.575,38.80532,-122.77305,2.375,8.0,8.0,157,6.999999999999999,2.0,21497961,2005-12-05T04:02:11.575000Z,True,True,True,True,True
919,2005,12,5,17,21,4.24,38.80547,-122.81748999999999,3.98,8.0,5.0,176,8.0,2.2,21498017,2005-12-05T17:21:04.240000Z,True,True,True,True,True
920,2005,12,6,7,29,43.52,38.82215,-122.81322,4.04,18.000000000000004,10.0,12,20.0,1.8,21498119,2005-12-06T07:29:43.520000Z,True,True,True,True,True
921,2005,12,6,23,7,3.65,38.80137,-122.73579,2.539,5.0,4.0,19,6.0,2.0,21498316,2005-12-06T23:07:03.650000Z,True,True,True,True,True
922,2005,12,7,7,33,29.223000000000003,38.8088,-122.79345,1.936,13.000000000000002,9.000000000000002,67,17.0,2.0,21498370,2005-12-07T07:33:29.223000Z,True,True,True,True,True
923,2005,12,7,8,7,0.02,38.80701,-122.80463999999999,4.428,16.0,11.000000000000002,45,19.0,2.4,21498374,2005-12-07T08:07:00.020000Z,True,True,True,True,True
924,2005,12,8,12,23,28.022,38.79432,-122.75595,2.175,5.0,5.0,21,9.000000000000002,2.0,21498630,2005-12-08T12:23:28.022000Z,True,True,True,True,True
938,2006,1,5,21,4,41.6,38.78819,-122.77651999999999,2.282,10.0,6.999999999999999,50,9.000000000000002,2.6,21502009,2006-01-05T21:04:41.600000Z,True,True,True,True,True
939,2006,1,5,21,26,40.32,38.80514,-122.79506,4.132,18.000000000000004,13.000000000000002,16,16.0,3.1,21502012,2006-01-05T21:26:40.320000Z,True,True,True,True,True
940,2006,1,6,7,36,7.245,38.79517,-122.75332,2.231,6.999999999999999,6.0,144,9.000000000000002,2.8,21502059,2006-01-06T07:36:07.245000Z,True,True,True,True,True
941,2006,1,6,15,35,55.44,38.83232,-122.7998,1.942,16.0,10.0,10,12.0,2.1,21502091,2006-01-06T15:35:55.440000Z,True,True,True,True,True
942,2006,1,7,17,9,50.28,38.83038,-122.7987,2.303,16.0,9.000000000000002,178,21.0,2.0,21502197,2006-01-07T17:09:50.280000Z,True,True,True,True,True
943,2006,1,7,18,40,26.56,38.81162,-122.79326999999999,3.7510000000000003,6.0,4.0,11,6.0,2.2,21502206,2006-01-07T18:40:26.560000Z,True,True,True,True,True
944,2006,1,7,23,21,8.28,38.786429999999996,-122.7709,2.301,5.0,4.0,161,6.0,2.3,21502230,2006-01-07T23:21:08.280000Z,True,True,True,True,True
945,2006,1,8,6,15,41.425,38.83367,-122.80148999999999,2.609,15.0,10.0,177,8.0,2.3,21502254,2006-01-08T06:15:41.425000Z,True,True,True,True,True
947,2006,1,9,21,11,22.56,38.800059999999995,-122.82281,4.619,16.0,9.000000000000002,8,10.0,2.0,21502390,2006-01-09T21:11:22.560000Z,True,True,True,True,True
948,2006,1,11,4,6,53.71,38.82636,-122.80396999999999,3.5189999999999997,8.0,3.0,177,8.0,1.9,21502533,2006-01-11T04:06:53.710000Z,True,True,True,True,True
951,2006,1,17,2,37,26.24,38.8106,-122.7675,6.12,50.0,35.0,26,52.00000000000001,2.2,21503118,2006-01-17T02:37:26.240000Z,True,True,True,True,True
953,2006,1,19,13,15,48.5,38.809979999999996,-122.79404,2.032,6.0,5.0,11,6.999999999999999,1.9,21503296,2006-01-19T13:15:48.500000Z,True,True,True,True,True
954,2006,1,19,13,31,4.42,38.81576,-122.80151000000001,5.8660000000000005,27.000000000000004,21.0,147,31.0,2.0,21503298,2006-01-19T13:31:04.420000Z,True,True,True,True,True
955,2006,1,19,22,54,17.371,38.8242,-122.79066,5.901,17.0,13.000000000000002,34,17.0,1.9,21503350,2006-01-19T22:54:17.371000Z,True,True,True,True,True
956,2006,1,21,2,42,15.13,38.81467,-122.81716000000002,1.662,12.0,8.0,13,12.0,1.9,21503487,2006-01-21T02:42:15.130000Z,True,True,True,True,True
957,2006,1,22,22,53,28.323,38.82454,-122.78493,6.159,12.0,9.000000000000002,33,24.0,2.3,21503685,2006-01-22T22:53:28.323000Z,True,True,True,True,True
958,2006,1,24,11,11,9.415,38.81504,-122.82105,3.386,22.000000000000004,13.000000000000002,20,26.000000000000004,2.4,21503917,2006-01-24T11:11:09.415000Z,True,True,True,True,True
959,2006,1,24,15,49,38.231,38.810190000000006,-122.79527,3.7560000000000002,13.000000000000002,6.999999999999999,8,10.0,2.8,21503927,2006-01-24T15:49:38.231000Z,True,True,True,True,True
960,2006,1,24,19,27,25.485,38.82294,-122.77413,8.603,67.0,40.0,153,80.0,2.0,21503963,2006-01-24T19:27:25.485000Z,True,True,True,True,True
961,2006,1,25,9,7,32.764,38.82412,-122.82898999999999,2.513,9.000000000000002,6.0,33,15.0,2.7,21504048,2006-01-25T09:07:32.764000Z,True,True,True,True,True
962,2006,1,25,9,8,51.85,38.8235,-122.82746000000002,2.218,9.000000000000002,6.999999999999999,15,15.0,1.9,30229920,2006-01-25T09:08:51.850000Z,True,True,True,True,True
963,2006,1,26,1,7,23.05,38.81666,-122.79366999999999,3.85,11.000000000000002,8.0,43,10.0,2.6,21504153,2006-01-26T01:07:23.050000Z,True,True,True,True,True
964,2006,1,27,0,33,7.266,38.83054,-122.80075,8.543,52.00000000000001,18.000000000000004,7,53.0,1.9,21504251,2006-01-27T00:33:07.266000Z,True,True,True,True,True
965,2006,1,27,5,42,14.968,38.78675,-122.77045,2.113,6.0,5.0,164,10.0,1.9,21504261,2006-01-27T05:42:14.968000Z,True,True,True,True,True
966,2006,1,28,9,3,27.915,38.830729999999996,-122.8092,2.592,8.0,5.0,8,10.0,2.0,21504374,2006-01-28T09:03:27.915000Z,True,True,True,True,True
967,2006,1,28,9,26,3.612,38.80849,-122.79303,2.184,5.0,4.0,50,8.0,2.8,21504376,2006-01-28T09:26:03.612000Z,True,True,True,True,True
968,2006,1,28,9,27,36.567,38.80434,-122.76573,6.605,73.0,34.0,81,83.0,2.1,30507126,2006-01-28T09:27:36.567000Z,True,True,True,True,True
969,2006,1,30,4,18,56.22,38.81393,-122.82933,3.0389999999999997,12.0,6.999999999999999,165,17.0,1.8,21504506,2006-01-30T04:18:56.220000Z,True,True,True,True,True
971,2006,2,8,13,16,44.77,38.81428,-122.82026,2.755,10.0,6.0,5,6.0,1.9,21505477,2006-02-08T13:16:44.770000Z,True,True,True,True,True
990,2006,2,24,23,12,10.620999999999999,38.82441,-122.83207,2.5380000000000003,9.000000000000002,6.0,176,15.0,1.8,21507484,2006-02-24T23:12:10.621000Z,True,True,True,True,True
991,2006,2,25,6,56,53.255,38.814409999999995,-122.8137,3.648,10.0,8.0,171,10.0,1.9,21507526,2006-02-25T06:56:53.255000Z,True,True,True,True,True
992,2006,2,25,22,29,14.28,38.79789,-122.80174,1.9380000000000002,8.0,6.999999999999999,55,9.000000000000002,2.0,21507604,2006-02-25T22:29:14.280000Z,True,True,True,True,True
993,2006,2,25,23,19,21.449,38.8295,-122.81026999999999,2.565,12.0,6.999999999999999,170,9.000000000000002,2.1,21507612,2006-02-25T23:19:21.449000Z,True,True,True,True,True
994,2006,2,26,20,6,25.4,38.81463,-122.81708,1.6969999999999998,12.0,6.999999999999999,6,6.999999999999999,1.9,21507684,2006-02-26T20:06:25.400000Z,True,True,True,True,True
995,2006,2,28,3,52,49.934,38.82396,-122.80715,1.4869999999999999,13.999999999999998,10.0,12,12.0,2.0,21507770,2006-02-28T03:52:49.934000Z,True,True,True,True,True
1011,2006,3,8,13,37,7.73,38.8035,-122.79973999999999,1.776,15.0,10.0,23,13.999999999999998,1.9,21508630,2006-03-08T13:37:07.730000Z,True,True,True,True,True
1012,2006,3,8,21,19,10.32,38.786159999999995,-122.76986000000001,1.8419999999999999,8.0,6.999999999999999,178,11.000000000000002,2.2,21508681,2006-03-08T21:19:10.320000Z,True,True,True,True,True
1014,2006,3,10,4,33,15.227,38.800909999999995,-122.80337,2.057,9.000000000000002,8.0,107,15.0,2.7,21508827,2006-03-10T04:33:15.227000Z,True,True,True,True,True
1015,2006,3,10,4,38,2.35,38.79985,-122.80326000000001,0.534,16.0,12.0,171,21.0,1.8,21508828,2006-03-10T04:38:02.350000Z,True,True,True,True,True
1016,2006,3,12,4,45,19.12,38.80612,-122.79348,1.6740000000000002,8.0,5.0,31,6.0,2.0,21509092,2006-03-12T04:45:19.120000Z,True,True,True,True,True
1017,2006,3,12,4,46,45.335,38.819109999999995,-122.81165,4.038,11.000000000000002,6.999999999999999,20,5.0,2.3,21509094,2006-03-12T04:46:45.335000Z,True,True,True,True,True
1018,2006,3,12,5,9,31.93,38.82545,-122.8083,1.6540000000000001,13.000000000000002,8.0,174,10.0,1.8,21509102,2006-03-12T05:09:31.930000Z,True,True,True,True,True
1019,2006,3,13,16,33,3.08,38.795190000000005,-122.81021000000001,3.9589999999999996,8.0,8.0,178,12.0,1.9,21509250,2006-03-13T16:33:03.080000Z,True,True,True,True,True
1020,2006,3,13,19,47,35.24,38.78648,-122.77091999999999,2.324,5.0,4.0,167,5.0,1.8,21509274,2006-03-13T19:47:35.240000Z,True,True,True,True,True
1023,2006,3,14,10,14,22.252,38.81211,-122.81206,4.32,13.999999999999998,10.0,176,23.0,2.2,21509326,2006-03-14T10:14:22.252000Z,True,True,True,True,True
1026,2006,3,15,9,13,11.36,38.824690000000004,-122.79543999999999,3.701,6.999999999999999,6.0,40,9.000000000000002,1.9,21509439,2006-03-15T09:13:11.360000Z,True,True,True,True,True
1027,2006,3,15,10,22,41.89,38.80319,-122.80091000000002,1.761,17.0,13.999999999999998,86,13.000000000000002,2.3,21509447,2006-03-15T10:22:41.890000Z,True,True,True,True,True
1028,2006,3,16,4,39,57.935,38.805859999999996,-122.79743,3.932,11.000000000000002,9.000000000000002,175,13.000000000000002,1.8,21509499,2006-03-16T04:39:57.935000Z,True,True,True,True,True
1029,2006,3,16,22,17,54.28,38.78668,-122.77304,1.8459999999999999,11.000000000000002,6.999999999999999,62,10.0,2.9,21509591,2006-03-16T22:17:54.280000Z,True,True,True,True,True
1030,2006,3,17,11,4,50.81,38.82885,-122.80113999999999,2.541,18.000000000000004,13.000000000000002,4,16.0,2.2,21509647,2006-03-17T11:04:50.810000Z,True,True,True,True,True
1031,2006,3,18,14,37,15.47,38.81013,-122.79202,3.9789999999999996,6.0,4.0,2,6.999999999999999,1.8,21509769,2006-03-18T14:37:15.470000Z,True,True,True,True,True
1032,2006,3,19,15,13,2.699,38.81418,-122.81883,3.094,10.0,6.0,17,6.999999999999999,2.4,21509855,2006-03-19T15:13:02.699000Z,True,True,True,True,True
1033,2006,3,20,1,30,57.323,38.80743,-122.79337,2.536,5.0,4.0,8,6.0,1.8,21509887,2006-03-20T01:30:57.323000Z,True,True,True,True,True
1034,2006,3,20,9,0,47.775,38.83225,-122.80613000000001,2.533,8.0,5.0,27,6.999999999999999,2.2,21509913,2006-03-20T09:00:47.775000Z,True,True,True,True,True
1035,2006,3,20,9,27,1.23,38.81795,-122.81262,3.5269999999999997,13.000000000000002,8.0,15,9.000000000000002,2.0,21509917,2006-03-20T09:27:01.230000Z,True,True,True,True,True
1036,2006,3,20,11,59,31.897,38.81708,-122.79418000000001,3.861,9.000000000000002,8.0,35,10.0,2.5,21509931,2006-03-20T11:59:31.897000Z,True,True,True,True,True
1037,2006,3,20,13,9,39.565,38.79388,-122.76441000000001,1.65,8.0,6.0,151,6.999999999999999,1.9,21509943,2006-03-20T13:09:39.565000Z,True,True,True,True,True
1041,2006,3,24,8,51,24.69,38.80652,-122.79268,2.1069999999999998,6.0,4.0,25,5.0,1.9,21510391,2006-03-24T08:51:24.690000Z,True,True,True,True,True
1042,2006,3,25,17,17,47.668,38.79526,-122.77991000000002,3.391,25.0,17.0,23,21.0,2.3,21510556,2006-03-25T17:17:47.668000Z,True,True,True,True,True
1043,2006,3,26,17,48,51.76,38.80878,-122.79693,4.065,11.000000000000002,6.0,15,6.999999999999999,2.4,21510648,2006-03-26T17:48:51.760000Z,True,True,True,True,True
1044,2006,3,28,2,32,26.28,38.8146,-122.80275,2.7880000000000003,17.0,10.0,20,10.0,2.0,21510838,2006-03-28T02:32:26.280000Z,True,True,True,True,True
1045,2006,3,28,6,28,38.695,38.818,-122.82623000000001,3.2,13.000000000000002,9.000000000000002,8,17.0,1.8,21510844,2006-03-28T06:28:38.695000Z,True,True,True,True,True
1046,2006,3,28,18,37,26.81,38.8314,-122.79823999999999,2.19,8.0,6.999999999999999,173,6.999999999999999,2.0,21510892,2006-03-28T18:37:26.810000Z,True,True,True,True,True
1047,2006,3,28,19,37,41.0,38.79262,-122.7771,1.909,11.000000000000002,9.000000000000002,19,10.0,2.4,21510898,2006-03-28T19:37:41.000000Z,True,True,True,True,True
1050,2006,3,30,9,40,2.155,38.78652,-122.77096999999999,2.249,5.0,4.0,159,6.0,2.1,21511067,2006-03-30T09:40:02.155000Z,True,True,True,True,True
1051,2006,3,30,21,15,15.74,38.80514,-122.79156,1.565,9.000000000000002,8.0,155,10.0,2.3,21511109,2006-03-30T21:15:15.740000Z,True,True,True,True,True
1052,2006,3,30,23,50,38.16,38.8151,-122.81336,3.556,9.000000000000002,6.999999999999999,176,8.0,1.8,21511123,2006-03-30T23:50:38.160000Z,True,True,True,True,True
1053,2006,3,31,7,50,58.145,38.80829,-122.79333000000001,1.5530000000000002,13.999999999999998,9.000000000000002,28,8.0,3.0,21511151,2006-03-31T07:50:58.145000Z,True,True,True,True,True
1054,2006,3,31,9,58,49.6,38.807359999999996,-122.79305,2.309,5.0,4.0,23,5.0,2.3,21511171,2006-03-31T09:58:49.600000Z,True,True,True,True,True
1055,2006,4,1,2,0,23.64,38.82815,-122.79596000000001,3.7060000000000004,9.000000000000002,6.999999999999999,18,11.000000000000002,1.9,21511259,2006-04-01T02:00:23.640000Z,True,True,True,True,True
1056,2006,4,1,21,39,14.04,38.789970000000004,-122.77875,2.424,11.000000000000002,10.0,42,9.000000000000002,3.2,21511357,2006-04-01T21:39:14.040000Z,True,True,True,True,True
1057,2006,4,2,22,14,8.26,38.81031,-122.81258000000001,4.4030000000000005,11.000000000000002,9.000000000000002,7,11.000000000000002,1.8,21511471,2006-04-02T22:14:08.260000Z,True,True,True,True,True
1058,2006,4,2,23,1,46.12,38.8274,-122.79733,2.168,8.0,6.999999999999999,34,6.0,2.2,21511477,2006-04-02T23:01:46.120000Z,True,True,True,True,True
1060,2006,4,3,11,21,32.336,38.79331,-122.8091,3.892,9.000000000000002,6.999999999999999,128,10.0,1.8,21511533,2006-04-03T11:21:32.336000Z,True,True,True,True,True
1061,2006,4,3,22,55,55.2,38.82265,-122.81186000000001,4.216,24.0,13.999999999999998,6,32.0,1.9,69054031,2006-04-03T22:55:55.200000Z,True,True,True,True,True
1062,2006,4,4,6,52,52.76,38.79676,-122.77571999999999,3.819,23.0,13.999999999999998,2,32.0,1.8,21511607,2006-04-04T06:52:52.760000Z,True,True,True,True,True
1063,2006,4,5,1,22,28.375,38.82606,-122.80875,3.4619999999999997,13.999999999999998,8.0,5,11.000000000000002,3.2,21511699,2006-04-05T01:22:28.375000Z,True,True,True,True,True
1064,2006,4,5,1,25,4.35,38.83558,-122.82887,1.358,10.0,5.0,12,13.999999999999998,1.9,21511701,2006-04-05T01:25:04.350000Z,True,True,True,True,True
1065,2006,4,5,2,4,53.08,38.821059999999996,-122.81323,3.948,15.0,6.999999999999999,10,8.0,2.0,21511702,2006-04-05T02:04:53.080000Z,True,True,True,True,True
1066,2006,4,5,2,48,49.73,38.835029999999996,-122.79267,2.4090000000000003,21.0,10.0,4,11.000000000000002,1.8,21511709,2006-04-05T02:48:49.730000Z,True,True,True,True,True
1067,2006,4,5,4,35,23.92,38.81641,-122.81288,3.451,13.000000000000002,6.999999999999999,11,8.0,2.4,21511715,2006-04-05T04:35:23.920000Z,True,True,True,True,True
1068,2006,4,5,10,36,36.88,38.831,-122.81092,2.353,8.0,6.0,27,5.0,2.8,21511735,2006-04-05T10:36:36.880000Z,True,True,True,True,True
1069,2006,4,6,13,17,35.827,38.82127,-122.8026,2.319,28.999999999999996,16.0,133,20.0,2.3,21511875,2006-04-06T13:17:35.827000Z,True,True,True,True,True
1070,2006,4,6,20,50,23.48,38.82382,-122.79903,3.835,10.0,6.0,171,9.000000000000002,2.3,21511933,2006-04-06T20:50:23.480000Z,True,True,True,True,True
1071,2006,4,7,1,16,57.495,38.8151,-122.8005,3.05,13.999999999999998,10.0,6,9.000000000000002,2.0,30230356,2006-04-07T01:16:57.495000Z,True,True,True,True,True
1074,2006,4,12,10,23,6.13,38.81108,-122.8121,4.1930000000000005,11.000000000000002,6.999999999999999,9,13.999999999999998,2.1,21512670,2006-04-12T10:23:06.130000Z,True,True,True,True,True
1075,2006,4,13,0,42,0.52,38.79566,-122.80786,4.016,13.000000000000002,9.000000000000002,5,10.0,2.3,21512729,2006-04-13T00:42:00.520000Z,True,True,True,True,True
1076,2006,4,14,8,4,42.97,38.81576,-122.79457,2.765,10.0,6.0,171,6.999999999999999,1.8,21512864,2006-04-14T08:04:42.970000Z,True,True,True,True,True
1080,2006,4,18,2,38,57.65,38.79372,-122.77971000000001,4.3919999999999995,18.000000000000004,9.000000000000002,26,16.0,1.8,21513285,2006-04-18T02:38:57.650000Z,True,True,True,True,True
1081,2006,4,18,14,35,6.98,38.79862,-122.80107,1.7,9.000000000000002,9.000000000000002,123,9.000000000000002,2.3,21513319,2006-04-18T14:35:06.980000Z,True,True,True,True,True
1082,2006,4,19,12,31,25.005,38.822309999999995,-122.81024,4.099,10.0,6.999999999999999,18,6.0,2.3,21513457,2006-04-19T12:31:25.005000Z,True,True,True,True,True
1083,2006,4,19,20,32,37.72,38.79161,-122.77516999999999,4.513999999999999,13.999999999999998,12.0,42,16.0,2.1,21513511,2006-04-19T20:32:37.720000Z,True,True,True,True,True
1084,2006,4,20,7,11,44.175,38.80887,-122.7974,4.226,11.000000000000002,6.999999999999999,35,8.0,2.5,21513573,2006-04-20T07:11:44.175000Z,True,True,True,True,True
1085,2006,4,20,11,51,30.86,38.79292,-122.80476000000002,4.029,8.0,6.999999999999999,101,6.999999999999999,2.1,21513595,2006-04-20T11:51:30.860000Z,True,True,True,True,True
1086,2006,4,20,20,32,50.28,38.79006,-122.74803999999999,2.8560000000000003,6.0,5.0,51,5.0,2.1,21513674,2006-04-20T20:32:50.280000Z,True,True,True,True,True
1087,2006,4,20,23,36,20.3,38.83011,-122.79823,2.278,16.0,8.0,30,15.0,1.8,21513704,2006-04-20T23:36:20.300000Z,True,True,True,True,True
1089,2006,4,21,20,23,11.08,38.83055,-122.79677,2.266,10.0,6.0,11,6.999999999999999,1.9,30230437,2006-04-21T20:23:11.080000Z,True,True,True,True,True
1090,2006,4,22,6,51,25.413,38.81627,-122.79658,4.3660000000000005,12.0,8.0,38,11.000000000000002,1.9,21513865,2006-04-22T06:51:25.413000Z,True,True,True,True,True
1091,2006,4,22,7,39,51.972,38.81667,-122.79615,4.498,11.000000000000002,9.000000000000002,14,17.0,1.8,21513874,2006-04-22T07:39:51.972000Z,True,True,True,True,True
1092,2006,4,22,15,9,9.31,38.82353,-122.80337,3.79,11.000000000000002,8.0,22,9.000000000000002,2.2,21513897,2006-04-22T15:09:09.310000Z,True,True,True,True,True
1093,2006,4,22,16,17,6.68,38.791740000000004,-122.74918000000001,2.63,6.0,4.0,50,6.999999999999999,1.8,21513903,2006-04-22T16:17:06.680000Z,True,True,True,True,True
1094,2006,4,23,7,26,40.126999999999995,38.80921,-122.79413999999998,2.399,9.000000000000002,5.0,46,6.999999999999999,2.8,21513982,2006-04-23T07:26:40.127000Z,True,True,True,True,True
1095,2006,4,23,7,57,3.325,38.79292,-122.77942,1.791,13.000000000000002,10.0,64,9.000000000000002,2.5,21513985,2006-04-23T07:57:03.325000Z,True,True,True,True,True
1096,2006,4,23,23,32,13.08,38.804759999999995,-122.80431999999999,1.794,10.0,8.0,7,10.0,2.2,21514075,2006-04-23T23:32:13.080000Z,True,True,True,True,True
1100,2006,4,25,1,24,9.445,38.794979999999995,-122.80378999999999,2.793,12.0,9.000000000000002,177,13.999999999999998,2.0,21514195,2006-04-25T01:24:09.445000Z,True,True,True,True,True
1106,2006,4,28,11,9,37.5,38.79623,-122.79361999999999,0.795,12.0,9.000000000000002,34,15.0,2.1,21514697,2006-04-28T11:09:37.500000Z,True,True,True,True,True
1107,2006,4,28,13,27,18.39,38.80477,-122.80466000000001,3.1210000000000004,34.0,15.0,16,39.0,1.9,69056796,2006-04-28T13:27:18.390000Z,True,True,True,True,True
1108,2006,4,28,13,55,48.87,38.799209999999995,-122.79942,2.121,10.0,8.0,35,9.000000000000002,2.0,21514715,2006-04-28T13:55:48.870000Z,True,True,True,True,True
1109,2006,4,28,17,31,23.061,38.78716,-122.78046,4.197,26.000000000000004,13.999999999999998,39,36.00000000000001,2.5,21514731,2006-04-28T17:31:23.061000Z,True,True,True,True,True
1110,2006,4,28,20,26,5.56,38.791990000000006,-122.77615,3.5389999999999997,12.0,9.000000000000002,4,15.0,2.1,21514755,2006-04-28T20:26:05.560000Z,True,True,True,True,True
1111,2006,4,29,14,16,39.867,38.80498,-122.80842,3.324,15.0,10.0,57,16.0,3.0,21514861,2006-04-29T14:16:39.867000Z,True,True,True,True,True
1112,2006,4,30,1,17,7.106,38.83052,-122.76831000000001,1.653,9.000000000000002,5.0,158,8.0,2.3,21514909,2006-04-30T01:17:07.106000Z,True,True,True,True,True
1113,2006,4,30,1,19,32.841,38.82875,-122.76926999999999,1.58,10.0,5.0,175,8.0,1.8,21514910,2006-04-30T01:19:32.841000Z,True,True,True,True,True
1114,2006,4,30,15,40,38.364000000000004,38.83376,-122.79966999999999,2.65,12.0,11.000000000000002,159,11.000000000000002,1.8,21514975,2006-04-30T15:40:38.364000Z,True,True,True,True,True
1115,2006,4,30,20,28,28.88,38.81371,-122.81336999999999,3.385,12.0,8.0,6,11.000000000000002,1.9,21515003,2006-04-30T20:28:28.880000Z,True,True,True,True,True
1116,2006,4,30,20,33,51.94,38.804970000000004,-122.76971999999999,2.4619999999999997,8.0,6.0,3,9.000000000000002,1.9,21515005,2006-04-30T20:33:51.940000Z,True,True,True,True,True
1120,2006,5,2,1,5,16.275,38.806490000000004,-122.79611000000001,3.843,10.0,6.0,17,8.0,2.1,21515175,2006-05-02T01:05:16.275000Z,True,True,True,True,True
1121,2006,5,3,23,54,53.24,38.81289,-122.80658999999999,3.304,16.0,10.0,22,16.0,1.8,21515394,2006-05-03T23:54:53.240000Z,True,True,True,True,True
1122,2006,5,4,12,40,50.518,38.819390000000006,-122.79693999999999,4.217,9.000000000000002,6.0,33,9.000000000000002,1.8,21515502,2006-05-04T12:40:50.518000Z,True,True,True,True,True
1123,2006,5,5,4,21,21.33,38.82247,-122.79332,3.865,11.000000000000002,6.999999999999999,14,6.999999999999999,1.9,21515586,2006-05-05T04:21:21.330000Z,True,True,True,True,True
1124,2006,5,6,6,38,31.79,38.81722,-122.81261,4.149,10.0,9.000000000000002,27,8.0,1.9,21515794,2006-05-06T06:38:31.790000Z,True,True,True,True,True
1125,2006,5,6,11,13,39.675,38.79841,-122.78056000000001,4.194,20.0,16.0,3,23.0,1.8,21515810,2006-05-06T11:13:39.675000Z,True,True,True,True,True
1126,2006,5,6,14,42,6.13,38.81423,-122.81171,3.998,11.000000000000002,8.0,161,11.000000000000002,1.9,21515828,2006-05-06T14:42:06.130000Z,True,True,True,True,True
1127,2006,5,6,17,28,44.653999999999996,38.80894,-122.801,3.727,13.999999999999998,8.0,8,16.0,2.6,21515848,2006-05-06T17:28:44.654000Z,True,True,True,True,True
1128,2006,5,6,22,19,36.285,38.820479999999996,-122.79408000000001,3.717,10.0,6.999999999999999,23,9.000000000000002,2.2,21515930,2006-05-06T22:19:36.285000Z,True,True,True,True,True
1129,2006,5,7,17,43,36.81,38.79633,-122.80106,1.8719999999999999,9.000000000000002,6.999999999999999,29,8.0,2.4,21516068,2006-05-07T17:43:36.810000Z,True,True,True,True,True
1130,2006,5,7,22,55,49.72,38.833909999999996,-122.80198999999999,2.583,13.000000000000002,11.000000000000002,175,11.000000000000002,2.2,21516096,2006-05-07T22:55:49.720000Z,True,True,True,True,True
1131,2006,5,8,16,2,54.745,38.79922,-122.79965,1.5630000000000002,10.0,8.0,32,9.000000000000002,2.2,21516214,2006-05-08T16:02:54.745000Z,True,True,True,True,True
1132,2006,5,8,18,40,47.6,38.817440000000005,-122.81245,4.168,11.000000000000002,8.0,7,8.0,2.2,21516242,2006-05-08T18:40:47.600000Z,True,True,True,True,True
